ESG Corporate KPIs: Key Performance Indicators from Sustainalytics for corporate environmental, social, and governance metrics. Contains the full library of standard datafiles offered through Sustainalytics' Data Services solutions, including fields and indicators that have been discontinued but are still included in the historical dataset. In some cases, this also includes fields that are pending an upcoming release.

FieldId	FieldName	Description	FieldType	PossibleValues
132011161799	Corporate Governance-Outlook comments	Outlook comment text	String	NULL|{text}
132111112599	Emissions, Effluents and Waste-Answer category	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
132111121799	Emissions, Effluents and Waste-Answer category justification	Answer category justification	String	NULL|{text}
132111131699	Emissions, Effluents and Waste-Summary	Event summary text	String	NULL|{text}
132111142699	Emissions, Effluents and Waste-Outlook Score	The score that corresponds to the analysts outlook assessment. Scores may be -1 (negative outlook), 0 (neutral outlook), 1 (positive outlook).	Integer	NULL|-1|0|1
132111151799	Emissions, Effluents and Waste-Outlook text	Outlook text	String	NULL|{text}
132111161799	Emissions, Effluents and Waste-Outlook comments	Outlook comment text	String	NULL|{text}
132112112599	Emissions, Effluents and Waste - SC-Answer category	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
132112121799	Emissions, Effluents and Waste - SC-Answer category justification	Answer category justification	String	NULL|{text}
132112131699	Emissions, Effluents and Waste - SC-Summary	Event summary text	String	NULL|{text}
132112142699	Emissions, Effluents and Waste - SC-Outlook Score	The score that corresponds to the analysts outlook assessment. Scores may be -1 (negative outlook), 0 (neutral outlook), 1 (positive outlook).	Integer	NULL|-1|0|1
132112151799	Emissions, Effluents and Waste - SC-Outlook text	Outlook text	String	NULL|{text}
132112161799	Emissions, Effluents and Waste - SC-Outlook comments	Outlook comment text	String	NULL|{text}
132211112599	Energy Use and GHG Emissions-Answer category	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
132211121799	Energy Use and GHG Emissions-Answer category justification	Answer category justification	String	NULL|{text}
132211131699	Energy Use and GHG Emissions-Summary	Event summary text	String	NULL|{text}
132211142699	Energy Use and GHG Emissions-Outlook Score	The score that corresponds to the analysts outlook assessment. Scores may be -1 (negative outlook), 0 (neutral outlook), 1 (positive outlook).	Integer	NULL|-1|0|1
132211151799	Energy Use and GHG Emissions-Outlook text	Outlook text	String	NULL|{text}
132211161799	Energy Use and GHG Emissions-Outlook comments	Outlook comment text	String	NULL|{text}
132212112599	Energy Use and GHG Emissions - SC-Answer category	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
132212121799	Energy Use and GHG Emissions - SC-Answer category justification	Answer category justification	String	NULL|{text}
132212131699	Energy Use and GHG Emissions - SC-Summary	Event summary text	String	NULL|{text}
132212142699	Energy Use and GHG Emissions - SC-Outlook Score	The score that corresponds to the analysts outlook assessment. Scores may be -1 (negative outlook), 0 (neutral outlook), 1 (positive outlook).	Integer	NULL|-1|0|1
132212151799	Energy Use and GHG Emissions - SC-Outlook text	Outlook text	String	NULL|{text}
132212161799	Energy Use and GHG Emissions - SC-Outlook comments	Outlook comment text	String	NULL|{text}
132311112599	Environmental Impact of Products-Answer category	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
132311121799	Environmental Impact of Products-Answer category justification	Answer category justification	String	NULL|{text}
132311131699	Environmental Impact of Products-Summary	Event summary text	String	NULL|{text}
132311142699	Environmental Impact of Products-Outlook Score	The score that corresponds to the analysts outlook assessment. Scores may be -1 (negative outlook), 0 (neutral outlook), 1 (positive outlook).	Integer	NULL|-1|0|1
132311151799	Environmental Impact of Products-Outlook text	Outlook text	String	NULL|{text}
132311161799	Environmental Impact of Products-Outlook comments	Outlook comment text	String	NULL|{text}
132411112599	Forced Labour-Answer category	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
132411121799	Forced Labour-Answer category justification	Answer category justification	String	n/a
132411131699	Forced Labour-Summary	Event summary text	String	n/a
132411142699	Forced Labour-Outlook Score	The score that corresponds to the analysts outlook assessment. Scores may be -1 (negative outlook), 0 (neutral outlook), 1 (positive outlook).	Integer	NULL|-1|0|1
132411151799	Forced Labour-Outlook text	Outlook text	String	n/a
132411161799	Forced Labour-Outlook comments	Outlook comment text	String	n/a
132512112599	Human Rights - SC-Answer category	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
132512121799	Human Rights - SC-Answer category justification	Answer category justification	String	n/a
132512131699	Human Rights - SC-Summary	Event summary text	String	n/a
132512142699	Human Rights - SC-Outlook Score	The score that corresponds to the analysts outlook assessment. Scores may be -1 (negative outlook), 0 (neutral outlook), 1 (positive outlook).	Integer	NULL|-1|0|1
132512151799	Human Rights - SC-Outlook text	Outlook text	String	n/a
132512161799	Human Rights - SC-Outlook comments	Outlook comment text	String	n/a
132611112599	Intellectual Property-Answer category	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
132611121799	Intellectual Property-Answer category justification	Answer category justification	String	NULL|{text}
132611131699	Intellectual Property-Summary	Event summary text	String	NULL|{text}
132611142699	Intellectual Property-Outlook Score	The score that corresponds to the analysts outlook assessment. Scores may be -1 (negative outlook), 0 (neutral outlook), 1 (positive outlook).	Integer	NULL|-1|0|1
132611151799	Intellectual Property-Outlook text	Outlook text	String	NULL|{text}
132611161799	Intellectual Property-Outlook comments	Outlook comment text	String	NULL|{text}
132711112599	Labour Relations-Answer category	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
132711121799	Labour Relations-Answer category justification	Answer category justification	String	NULL|{text}
132711131699	Labour Relations-Summary	Event summary text	String	NULL|{text}
132711142699	Labour Relations-Outlook Score	The score that corresponds to the analysts outlook assessment. Scores may be -1 (negative outlook), 0 (neutral outlook), 1 (positive outlook).	Integer	NULL|-1|0|1
132711151799	Labour Relations-Outlook text	Outlook text	String	NULL|{text}
132711161799	Labour Relations-Outlook comments	Outlook comment text	String	NULL|{text}
132712112599	Labour Relations - SC-Answer category	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
132712121799	Labour Relations - SC-Answer category justification	Answer category justification	String	NULL|{text}
132712131699	Labour Relations - SC-Summary	Event summary text	String	NULL|{text}
132712142699	Labour Relations - SC-Outlook Score	The score that corresponds to the analysts outlook assessment. Scores may be -1 (negative outlook), 0 (neutral outlook), 1 (positive outlook).	Integer	NULL|-1|0|1
132712151799	Labour Relations - SC-Outlook text	Outlook text	String	NULL|{text}
132712161799	Labour Relations - SC-Outlook comments	Outlook comment text	String	NULL|{text}
132811112599	Land Use and Biodiversity-Answer category	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
132811121799	Land Use and Biodiversity-Answer category justification	Answer category justification	String	NULL|{text}
132811131699	Land Use and Biodiversity-Summary	Event summary text	String	NULL|{text}
132811142699	Land Use and Biodiversity-Outlook Score	The score that corresponds to the analysts outlook assessment. Scores may be -1 (negative outlook), 0 (neutral outlook), 1 (positive outlook).	Integer	NULL|-1|0|1
132811151799	Land Use and Biodiversity-Outlook text	Outlook text	String	NULL|{text}
132811161799	Land Use and Biodiversity-Outlook comments	Outlook comment text	String	NULL|{text}
132812112599	Land Use and Biodiversity - SC-Answer category	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
